unified_customer_id,address,city,country_name,created_at,email,first_name,last_name,phone_number,source_store,updated_at
fdaf0c5dd7bcd474339349c720bbb0b4,"929 Harbor Rd, Bay View, AK", AK,United States,2023-11-22,mpeter6741@customer.com,Mary,Peter,555-791-8675,old store,
8f1d9ef59da78f145c29b15b722fba59,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-08,mvictoria6742@customer.com,Mary,Victoria,555-276-6019,old store,
13e211dd3a18e874bf4dceac213b6432,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-13,mraymond6743@customer.com,Mary,Raymond,555-337-5025,old store,
65e4d7f3324123014ebf7a1c0a16059b,"929 Harbor Rd, Bay View, AK", AK,United States,2024-09-22,mjulia6744@customer.com,Mary,Julia,555-309-6881,old store,
80a4649eacbc06415b6adace2d03b37b,"929 Harbor Rd, Bay View, AK", AK,United States,2024-03-09,mscott6745@customer.com,Mary,Scott,555-059-3445,old store,
d82809f08050e3398dd534080a154253,"929 Harbor Rd, Bay View, AK", AK,United States,2024-05-10,mgrace6746@customer.com,Mary,Grace,555-609-9413,old store,
b9fb06e2af17bd62f198fb5fd7ab2b88,"929 Harbor Rd, Bay View, AK", AK,United States,2024-05-01,mdennis6747@customer.com,Mary,Dennis,555-798-7745,old store,
bef3598cd198b7e416297acc9fbd79b9,"929 Harbor Rd, Bay View, AK", AK,United States,2024-06-03,mevelyn6748@customer.com,Mary,Evelyn,555-243-1574,old store,
673e62e39cbd64dc7a4767d83ffb8e67,"929 Harbor Rd, Bay View, AK", AK,United States,2024-05-17,mgregory6749@customer.com,Mary,Gregory,555-531-3644,old store,
8b6904e64fcc4b2edc047780ef4f9a1d,"929 Harbor Rd, Bay View, AK", AK,United States,2024-09-05,manna6750@customer.com,Mary,Anna,555-505-9318,old store,
be5aad8c7314eef867bbcab5709a3bd2,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-17,mwalter6751@customer.com,Mary,Walter,555-799-9813,old store,
2e41cadf215161c83d77fbe552e58c0c,"929 Harbor Rd, Bay View, AK", AK,United States,2024-08-28,mrose6752@customer.com,Mary,Rose,555-399-8899,old store,
be0cfe2949b3ecf74c22181cdda31bcf,"929 Harbor Rd, Bay View, AK", AK,United States,2024-06-03,mpatrick6753@customer.com,Mary,Patrick,555-696-5179,old store,
aa0544429be55561fb9ab61ff614314b,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-15,mjudith6754@customer.com,Mary,Judith,555-983-2588,old store,
81104208d29ece50771e087f24475594,"929 Harbor Rd, Bay View, AK", AK,United States,2024-03-02,mhenry6755@customer.com,Mary,Henry,555-812-4176,old store,
c17324406ce9f01bac1965e43a370ba6,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-16,mchristina6756@customer.com,Mary,Christina,555-739-2750,old store,
fc1ed8e9ef5f33d971e4404a03be01ae,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-05,mdouglas6757@customer.com,Mary,Douglas,555-746-5082,old store,
ed769c184d01746aaf96f2e6f5c54b79,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-25,mmaria6758@customer.com,Mary,Maria,555-153-8652,old store,
e6cebb8518039b0db225dd7cf8842e84,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-13,mharold6759@customer.com,Mary,Harold,555-339-8619,old store,
fbb1a78bf84fc937c8aa56ebd79516fe,"929 Harbor Rd, Bay View, AK", AK,United States,2024-02-09,mnicole6760@customer.com,Mary,Nicole,555-620-4785,old store,
77ac92494b10219c6a7f741760703127,"929 Harbor Rd, Bay View, AK", AK,United States,2023-12-29,malexander6761@customer.com,Mary,Alexander,555-876-4401,old store,
041467cba018679ae11b78861fa07f6e,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-16,mmegan6762@customer.com,Mary,Megan,555-122-9535,old store,
9354cced72abdcfe94a55b4b3ff654ff,"929 Harbor Rd, Bay View, AK", AK,United States,2024-08-21,msamuel6763@customer.com,Mary,Samuel,555-570-8231,old store,
3a50230bc73168937241047c00b0e5a7,"929 Harbor Rd, Bay View, AK", AK,United States,2024-02-12,mdorothy6764@customer.com,Mary,Dorothy,555-536-1490,old store,
94d2c6c59a409b98d7927fab7d07062d,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-23,mfrank6765@customer.com,Mary,Frank,555-074-4010,old store,
97e36bf014f7f98818b22c16b27963ce,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-24,msophia6766@customer.com,Mary,Sophia,555-956-0019,old store,
755781dca9b7edcc4055331ac5ebd638,"929 Harbor Rd, Bay View, AK", AK,United States,2024-06-08,mlawrence6767@customer.com,Mary,Lawrence,555-338-8528,old store,
97e45767146b304f78fab990f082c03d,"929 Harbor Rd, Bay View, AK", AK,United States,2024-02-12,malice6768@customer.com,Mary,Alice,555-458-1453,old store,
e67e3aeb377156a29d05d41d62ed956f,"929 Harbor Rd, Bay View, AK", AK,United States,2024-02-09,marthur6769@customer.com,Mary,Arthur,555-440-6196,old store,
5bc721d5bfc074502cbf5e9b4fba8112,"929 Harbor Rd, Bay View, AK", AK,United States,2023-12-18,mruth6770@customer.com,Mary,Ruth,555-455-1282,old store,
981d5646a38e2289c63b7d6ecde28b67,"929 Harbor Rd, Bay View, AK", AK,United States,2024-09-04,mphilip6771@customer.com,Mary,Philip,555-609-1370,old store,
c53ab8ee7940c2ae3a066191d4c1745f,"929 Harbor Rd, Bay View, AK", AK,United States,2023-12-16,mdiana6772@customer.com,Mary,Diana,555-166-0545,old store,
1b29b6f70d646d3d4f8463f3a68ac29b,"929 Harbor Rd, Bay View, AK", AK,United States,2024-04-09,mroger6773@customer.com,Mary,Roger,555-759-9957,old store,
6ab7995099eddffbc50c701e3a49a581,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-25,mnatalie6774@customer.com,Mary,Natalie,555-290-0019,old store,
59d9f65939592076dd91a969f8e4f6cf,"929 Harbor Rd, Bay View, AK", AK,United States,2024-06-07,mbenjamin6775@customer.com,Mary,Benjamin,555-423-2105,old store,
78c051bc176712cbdf31e33ec9c118e4,"929 Harbor Rd, Bay View, AK", AK,United States,2024-10-01,mvirginia6776@customer.com,Mary,Virginia,555-619-0295,old store,
0932a7029f7ed73c7aaea5a92c4a3b55,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-09,mbruce6777@customer.com,Mary,Bruce,555-285-7838,old store,
99ecd85361f832300407c92d2e723941,"929 Harbor Rd, Bay View, AK", AK,United States,2023-12-11,mmadison6778@customer.com,Mary,Madison,555-465-6790,old store,
e9bc1e3665e3f11bfa5e29305ca75091,"929 Harbor Rd, Bay View, AK", AK,United States,2024-10-09,madam6779@customer.com,Mary,Adam,555-050-7333,old store,
bde46cf3eaef7ffbdff211a287eec29d,"929 Harbor Rd, Bay View, AK", AK,United States,2023-12-10,mabigail6780@customer.com,Mary,Abigail,555-374-0483,old store,
e628ae856208b21dd2ec29eced2c6752,"929 Harbor Rd, Bay View, AK", AK,United States,2024-09-07,mgerald6781@customer.com,Mary,Gerald,555-736-2927,old store,
07a467b2eeddf120680b9050da5f4957,"929 Harbor Rd, Bay View, AK", AK,United States,2024-08-27,mlauren6782@customer.com,Mary,Lauren,555-932-4857,old store,
acbc52c8c88c958bb1e62735519d3bfa,"929 Harbor Rd, Bay View, AK", AK,United States,2024-08-03,mkeith6783@customer.com,Mary,Keith,555-019-4001,old store,
9d6145102cdcc498ab962f1c7033d504,"929 Harbor Rd, Bay View, AK", AK,United States,2024-07-01,misabella6784@customer.com,Mary,Isabella,555-106-1010,old store,
d1fa6e4297ff517b150fe2220732c851,"929 Harbor Rd, Bay View, AK", AK,United States,2024-03-31,mterry6785@customer.com,Mary,Terry,555-228-4291,old store,
79e541b5801b94806f11c2b55276ba46,"929 Harbor Rd, Bay View, AK", AK,United States,2023-11-25,mjane6786@customer.com,Mary,Jane,555-946-7568,old store,
7ed3932b639e6672fa6e97af15d1a828,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-03,mwayne6787@customer.com,Mary,Wayne,555-042-8387,old store,
96b02785d5bc53ecf1747cfce9239de2,"929 Harbor Rd, Bay View, AK", AK,United States,2024-09-20,mamy6788@customer.com,Mary,Amy,555-644-5632,old store,
7bc41edd2449142c1ca37a0b8967c6c7,"929 Harbor Rd, Bay View, AK", AK,United States,2024-01-02,mralph6789@customer.com,Mary,Ralph,555-143-2824,old store,
5909cf1b36d97a610516efe8037f8723,"929 Harbor Rd, Bay View, AK", AK,United States,2024-06-10,mcynthia6790@customer.com,Mary,Cynthia,555-281-7512,old store,
f7c32587111ee1585c6d9b72f3dd6d7e,"242 Garden St, Liberty City, AL", AL,United States,2023-12-11,msmith6231@customer.com,Mary,Smith,555-192-4827,old store,
026373159d70033ef8e0fbedac11b49c,"242 Garden St, Liberty City, AL", AL,United States,2024-01-28,mjohnson6232@customer.com,Mary,Johnson,555-355-2805,old store,
3fb2677cf0f1a0eae3d14e110867c67c,"242 Garden St, Liberty City, AL", AL,United States,2024-06-15,mwilliams6233@customer.com,Mary,Williams,555-874-3143,old store,
9ede065f104309decc49e06fd5342f1e,"242 Garden St, Liberty City, AL", AL,United States,2024-10-29,mbrown6234@customer.com,Mary,Brown,555-905-5542,old store,
e4c6bae0000c9542908384cd8f8684f2,"242 Garden St, Liberty City, AL", AL,United States,2024-04-06,mjones6235@customer.com,Mary,Jones,555-049-4216,old store,
b07099c28a10b9b9181bdef0f3e37a5c,"242 Garden St, Liberty City, AL", AL,United States,2024-02-19,mgarcia6236@customer.com,Mary,Garcia,555-524-0728,old store,
359040ba5dc02faa641fc4997ff33354,"242 Garden St, Liberty City, AL", AL,United States,2024-08-28,mmiller6237@customer.com,Mary,Miller,555-093-2384,old store,
f3abccd14d677f3d72f26cec3cdfa70d,"242 Garden St, Liberty City, AL", AL,United States,2024-09-20,mdavis6238@customer.com,Mary,Davis,555-664-3689,old store,
f3340ea6164d19adae938dbf1c7c0fd2,"242 Garden St, Liberty City, AL", AL,United States,2024-06-05,mrodriguez6239@customer.com,Mary,Rodriguez,555-311-0127,old store,
c5515fa422f9947af1223a78d0e02b20,"242 Garden St, Liberty City, AL", AL,United States,2024-06-15,mmartinez6240@customer.com,Mary,Martinez,555-858-5376,old store,
5f26900659e975d33f4e41d5bdccbeb5,"242 Garden St, Liberty City, AL", AL,United States,2024-01-20,mhernandez6241@customer.com,Mary,Hernandez,555-074-4770,old store,
7a1e352373260fcb3c9a9267e2f1ee6f,"242 Garden St, Liberty City, AL", AL,United States,2023-11-06,mlopez6242@customer.com,Mary,Lopez,555-004-1214,old store,
b391e596178255681fdf9340a0088adf,"242 Garden St, Liberty City, AL", AL,United States,2024-01-15,mgonzalez6243@customer.com,Mary,Gonzalez,555-718-7197,old store,
1b1129c777ca3cbcdbc51bae9f9ebfcb,"242 Garden St, Liberty City, AL", AL,United States,2024-07-09,mwilson6244@customer.com,Mary,Wilson,555-370-3855,old store,
bcfc0176819b6439846cd052229ea5b2,"242 Garden St, Liberty City, AL", AL,United States,2024-01-12,manderson6245@customer.com,Mary,Anderson,555-142-3327,old store,
09df077d5eeb4d2857ed173ac1c8a9a7,"242 Garden St, Liberty City, AL", AL,United States,2024-01-16,mthomas6246@customer.com,Mary,Thomas,555-075-9707,old store,
65d6dfa24ebccca208bcde619cc041d8,"242 Garden St, Liberty City, AL", AL,United States,2024-08-14,mtaylor6247@customer.com,Mary,Taylor,555-374-9179,old store,
db06917abbd3898f11df03686ca45be7,"242 Garden St, Liberty City, AL", AL,United States,2024-01-06,mmoore6248@customer.com,Mary,Moore,555-829-6566,old store,
c6f5115f4a9ae2d750ccbe5069fa8b97,"242 Garden St, Liberty City, AL", AL,United States,2024-03-13,mjackson6249@customer.com,Mary,Jackson,555-170-2511,old store,
2867001a740ddaccd2c3a18ae77d0ee7,"242 Garden St, Liberty City, AL", AL,United States,2023-11-11,mmartin6250@customer.com,Mary,Martin,555-540-0252,old store,
13c51e44b20949f2e09d5a707f1785d2,"242 Garden St, Liberty City, AL", AL,United States,2023-12-19,mpeter6251@customer.com,Mary,Peter,555-120-4689,old store,
a15432678fa727acad3d4e759720c85c,"242 Garden St, Liberty City, AL", AL,United States,2024-04-12,mvictoria6252@customer.com,Mary,Victoria,555-914-1867,old store,
362a880ad607b0580cecf61e5567add1,"242 Garden St, Liberty City, AL", AL,United States,2024-07-29,mraymond6253@customer.com,Mary,Raymond,555-532-0283,old store,
20e8b4e49d5077abf17993d20c688d72,"242 Garden St, Liberty City, AL", AL,United States,2023-12-04,mjulia6254@customer.com,Mary,Julia,555-928-6399,old store,
7100e8d1589fb6938e5a156028253ae3,"242 Garden St, Liberty City, AL", AL,United States,2023-11-28,mscott6255@customer.com,Mary,Scott,555-992-1997,old store,
04bf276b886b0b1677ea2367cdd9d173,"242 Garden St, Liberty City, AL", AL,United States,2024-04-05,mgrace6256@customer.com,Mary,Grace,555-333-0750,old store,
41a2ec89db0c250b359a27f05781a916,"242 Garden St, Liberty City, AL", AL,United States,2024-04-16,mdennis6257@customer.com,Mary,Dennis,555-967-7164,old store,
cd6e4d05988e7a5b32f97eb61183c8a1,"242 Garden St, Liberty City, AL", AL,United States,2024-07-29,mevelyn6258@customer.com,Mary,Evelyn,555-314-5691,old store,
0b49a15fcd335106ee699749d293f6c6,"242 Garden St, Liberty City, AL", AL,United States,2024-01-25,mgregory6259@customer.com,Mary,Gregory,555-942-8174,old store,
1f98bdd9396f6a20d8ee7bcb2beabf96,"242 Garden St, Liberty City, AL", AL,United States,2024-01-30,manna6260@customer.com,Mary,Anna,555-144-0971,old store,
c371cb2dcf4b1f3f5726d4080f7ba96f,"242 Garden St, Liberty City, AL", AL,United States,2024-02-14,mwalter6261@customer.com,Mary,Walter,555-828-1327,old store,
344aeb22479ad1beb8031ff61482e262,"242 Garden St, Liberty City, AL", AL,United States,2024-02-09,mrose6262@customer.com,Mary,Rose,555-809-4083,old store,
9de26712b14d968caf0ec49434464c64,"242 Garden St, Liberty City, AL", AL,United States,2024-05-20,mpatrick6263@customer.com,Mary,Patrick,555-872-5512,old store,
e0d334424097d059bfa113c1948a75f0,"242 Garden St, Liberty City, AL", AL,United States,2023-12-28,mjudith6264@customer.com,Mary,Judith,555-283-9773,old store,
5bfeefa819b50b5cbf67d64fabc66d1a,"242 Garden St, Liberty City, AL", AL,United States,2023-12-30,mhenry6265@customer.com,Mary,Henry,555-659-0549,old store,
0ed71eef8c09003c4701dd58f9588b51,"242 Garden St, Liberty City, AL", AL,United States,2024-05-04,mchristina6266@customer.com,Mary,Christina,555-882-8233,old store,
87151b1656154cbe29a651b5eba5de6c,"242 Garden St, Liberty City, AL", AL,United States,2023-12-10,mdouglas6267@customer.com,Mary,Douglas,555-658-8468,old store,
2a314f326cc17838f4e65df9dc1608fc,"242 Garden St, Liberty City, AL", AL,United States,2024-01-11,mmaria6268@customer.com,Mary,Maria,555-945-2173,old store,
7aff18eaac1153990163eb3999b360c8,"242 Garden St, Liberty City, AL", AL,United States,2024-08-14,mharold6269@customer.com,Mary,Harold,555-623-9700,old store,
0fe36760291ac29061744ad46b6c70c7,"242 Garden St, Liberty City, AL", AL,United States,2023-12-25,mnicole6270@customer.com,Mary,Nicole,555-453-9719,old store,
830769f450b07fbd21ce0a17745b10ff,"242 Garden St, Liberty City, AL", AL,United States,2024-05-11,malexander6271@customer.com,Mary,Alexander,555-218-5867,old store,
40a92bf8f5246ff9508aa43edbc824f3,"242 Garden St, Liberty City, AL", AL,United States,2024-06-13,mmegan6272@customer.com,Mary,Megan,555-367-4976,old store,
f0953d92f6fc26dc0ce63c77235070a0,"242 Garden St, Liberty City, AL", AL,United States,2024-02-15,msamuel6273@customer.com,Mary,Samuel,555-212-2220,old store,
da3a6739d7b77f9e2b7d87b59dfb2d5f,"242 Garden St, Liberty City, AL", AL,United States,2024-01-27,mdorothy6274@customer.com,Mary,Dorothy,555-638-9165,old store,
70270aa20f1869e17aa86c40b1b35a9e,"242 Garden St, Liberty City, AL", AL,United States,2023-11-20,mfrank6275@customer.com,Mary,Frank,555-248-9151,old store,
671856a9f2a69dc94cb011ca2717d333,"242 Garden St, Liberty City, AL", AL,United States,2024-01-28,msophia6276@customer.com,Mary,Sophia,555-169-4442,old store,
1954a0ab56ec99a5c2c8af3b9e005739,"242 Garden St, Liberty City, AL", AL,United States,2023-12-16,mlawrence6277@customer.com,Mary,Lawrence,555-617-9529,old store,
24fda6bfdb8f9fd77a009deb57879959,"242 Garden St, Liberty City, AL", AL,United States,2024-01-11,malice6278@customer.com,Mary,Alice,555-331-7459,old store,
cb4204354cb692e6485e3d347b974c78,"242 Garden St, Liberty City, AL", AL,United States,2024-03-02,marthur6279@customer.com,Mary,Arthur,555-476-3478,old store,
fc94e7f3b73e1ba09586b3bd457eae19,"242 Garden St, Liberty City, AL", AL,United States,2024-04-24,mruth6280@customer.com,Mary,Ruth,555-692-7692,old store,
63f532647cbb3c5368935c9acd39ebc9,"242 Garden St, Liberty City, AL", AL,United States,2024-07-20,mphilip6281@customer.com,Mary,Philip,555-926-2545,old store,
8c1619f88ec8d091a447fbbac7245be1,"242 Garden St, Liberty City, AL", AL,United States,2023-12-09,mdiana6282@customer.com,Mary,Diana,555-443-9463,old store,
7dde0e1a24820fec5f2b7422601d9487,"242 Garden St, Liberty City, AL", AL,United States,2024-04-15,mroger6283@customer.com,Mary,Roger,555-014-3381,old store,
b8468f8dd396557b4cf6f0bb549f9cad,"242 Garden St, Liberty City, AL", AL,United States,2024-08-03,mnatalie6284@customer.com,Mary,Natalie,555-360-0790,old store,
c9ddeb61ab87e68e07ae49b9689809c8,"242 Garden St, Liberty City, AL", AL,United States,2024-11-03,mbenjamin6285@customer.com,Mary,Benjamin,555-351-0894,old store,
ba3468b1e1d47af93c9d61aae66ba2b1,"242 Garden St, Liberty City, AL", AL,United States,2023-11-19,mvirginia6286@customer.com,Mary,Virginia,555-714-5116,old store,
fb605a4dd14579ed4325b579b100b37c,"242 Garden St, Liberty City, AL", AL,United States,2024-06-11,mbruce6287@customer.com,Mary,Bruce,555-686-2172,old store,
1b46b8b7cdf10aff030d585013e765fd,"242 Garden St, Liberty City, AL", AL,United States,2024-05-11,mmadison6288@customer.com,Mary,Madison,555-582-6745,old store,
a97a3aa1ed246871af95a08da853a3ac,"242 Garden St, Liberty City, AL", AL,United States,2023-11-25,madam6289@customer.com,Mary,Adam,555-820-3132,old store,
be93dedf842db291c0bfb51c1a9c07a0,"242 Garden St, Liberty City, AL", AL,United States,2024-08-31,mabigail6290@customer.com,Mary,Abigail,555-386-2262,old store,
d8704ecb3dfe9c14a11d550f704d8e59,"242 Garden St, Liberty City, AL", AL,United States,2024-04-04,mgerald6291@customer.com,Mary,Gerald,555-479-8990,old store,
925d32a92ba56f1d77fefda992a3d71f,"242 Garden St, Liberty City, AL", AL,United States,2023-12-01,mlauren6292@customer.com,Mary,Lauren,555-581-4464,old store,
0ffeb1cadba5f93513ca56bcba049620,"242 Garden St, Liberty City, AL", AL,United States,2024-08-02,mkeith6293@customer.com,Mary,Keith,555-203-3316,old store,
20fa590def75b2ed201f1a38e0f26dcb,"242 Garden St, Liberty City, AL", AL,United States,2024-09-15,misabella6294@customer.com,Mary,Isabella,555-260-5871,old store,
99e50758c886457be348a4d9e77383b0,"242 Garden St, Liberty City, AL", AL,United States,2023-12-05,mterry6295@customer.com,Mary,Terry,555-988-4082,old store,
e72b2aa5719cba7913bcf2dbf349d0a7,"242 Garden St, Liberty City, AL", AL,United States,2023-12-23,mjane6296@customer.com,Mary,Jane,555-775-1422,old store,
61378a58232b6383c7f9f83c3bba0c79,"242 Garden St, Liberty City, AL", AL,United States,2024-09-08,mwayne6297@customer.com,Mary,Wayne,555-533-0748,old store,
30f89e25cd952e4ae7fabd6764a929c4,"242 Garden St, Liberty City, AL", AL,United States,2023-11-19,mamy6298@customer.com,Mary,Amy,555-918-5654,old store,
f21deed805a9efa59e870513f7b259f6,"242 Garden St, Liberty City, AL", AL,United States,2023-11-20,mralph6299@customer.com,Mary,Ralph,555-736-4434,old store,
ea9a429d59168bb80be54c364e5b94ef,"242 Garden St, Liberty City, AL", AL,United States,2024-06-02,mcynthia6300@customer.com,Mary,Cynthia,555-351-4134,old store,
a410c04b484266d3141ece4fc62d0fb1,"787 Creek Ln, Green Valley, AR", AR,United States,2024-02-16,msmith5951@customer.com,Mary,Smith,555-193-5813,old store,
c4cfb5a6c5627e01c90bbd8d8a9a1159,"787 Creek Ln, Green Valley, AR", AR,United States,2024-01-28,mjohnson5952@customer.com,Mary,Johnson,555-287-6911,old store,
9ea05804f497eab12be946e14ddcb7f5,"787 Creek Ln, Green Valley, AR", AR,United States,2023-12-15,mwilliams5953@customer.com,Mary,Williams,555-569-9139,old store,
636d870e1cbafc5d9c21b65da871d9fc,"787 Creek Ln, Green Valley, AR", AR,United States,2024-03-04,mbrown5954@customer.com,Mary,Brown,555-550-5720,old store,
ce1a8d0a9350618dd9de98286e85b83d,"787 Creek Ln, Green Valley, AR", AR,United States,2024-07-11,mjones5955@customer.com,Mary,Jones,555-731-4127,old store,
5c7504466c70540f666f593571d4e2d8,"787 Creek Ln, Green Valley, AR", AR,United States,2023-11-07,mgarcia5956@customer.com,Mary,Garcia,555-636-5695,old store,
e8c6a498d35f4ce579a61154f5d63fbd,"787 Creek Ln, Green Valley, AR", AR,United States,2023-12-12,mmiller5957@customer.com,Mary,Miller,555-312-9139,old store,
5cfa2ed32bac1d0a4b48bdb2eec29e33,"787 Creek Ln, Green Valley, AR", AR,United States,2024-09-18,mdavis5958@customer.com,Mary,Davis,555-408-6384,old store,
5f0623bedc51fe524df513e768e7d3dc,"787 Creek Ln, Green Valley, AR", AR,United States,2023-11-07,mrodriguez5959@customer.com,Mary,Rodriguez,555-235-5670,old store,
4e07199b55f0e9cbf51851716e624ded,"787 Creek Ln, Green Valley, AR", AR,United States,2023-11-30,mmartinez5960@customer.com,Mary,Martinez,555-310-2159,old store,
8ecbf66a416b44b25bf938d79dbc87fd,"787 Creek Ln, Green Valley, AR", AR,United States,2024-08-26,mhernandez5961@customer.com,Mary,Hernandez,555-570-9873,old store,
1463357e94edc88b1372e838391741bf,"787 Creek Ln, Green Valley, AR", AR,United States,2024-05-03,mlopez5962@customer.com,Mary,Lopez,555-415-5866,old store,
d082589c7326488b4d2579eda5b1bfff,"787 Creek Ln, Green Valley, AR", AR,United States,2023-11-14,mgonzalez5963@customer.com,Mary,Gonzalez,555-020-6934,old store,
c87dfdd9e95ea5816353411f87c2556e,"787 Creek Ln, Green Valley, AR", AR,United States,2024-05-17,mwilson5964@customer.com,Mary,Wilson,555-759-0546,old store,
357545702401b73ec6ea35457b672e91,"787 Creek Ln, Green Valley, AR", AR,United States,2024-09-26,manderson5965@customer.com,Mary,Anderson,555-481-0305,old store,
179cf05b8d508ebf731fde6abd88329b,"787 Creek Ln, Green Valley, AR", AR,United States,2024-10-04,mthomas5966@customer.com,Mary,Thomas,555-785-6189,old store,
a213f38c60d919648273332483dc1765,"787 Creek Ln, Green Valley, AR", AR,United States,2024-02-16,mtaylor5967@customer.com,Mary,Taylor,555-807-8858,old store,
8dc5d609e79473d34e222c58cf7c4f75,"787 Creek Ln, Green Valley, AR", AR,United States,2024-07-07,mmoore5968@customer.com,Mary,Moore,555-216-7918,old store,
0a8510864bc39f727d2e0ad40b2d50d2,"787 Creek Ln, Green Valley, AR", AR,United States,2024-07-15,mjackson5969@customer.com,Mary,Jackson,555-539-6538,old store,
b308c4f9787dc4bacf7ef9bcdc6bb46f,"787 Creek Ln, Green Valley, AR", AR,United States,2024-09-23,mmartin5970@customer.com,Mary,Martin,555-501-8583,old store,
ae2715abb014feee701f46ec625838d4,"787 Creek Ln, Green Valley, AR", AR,United States,2024-04-21,mpeter5971@customer.com,Mary,Peter,555-862-3911,old store,
0aad0b4ce299a74083beb021fed5edcc,"787 Creek Ln, Green Valley, AR", AR,United States,2023-12-20,mvictoria5972@customer.com,Mary,Victoria,555-669-2084,old store,
5f16ab2b59ceef532dd4f4b1ad555d0e,"787 Creek Ln, Green Valley, AR", AR,United States,2024-01-07,mraymond5973@customer.com,Mary,Raymond,555-633-5931,old store,
